MaxQdiagonal,MaxQcol,MaxQrow,blocked/n^2,n,class
0.8326388888888889,0.9,0.9166666666666666,0.8333333333333334,60,queen11
0.8142857142857143,0.9166666666666666,0.9166666666666666,0.8336111111111111,60,queen4
0.8296296296296296,0.95,0.9166666666666666,0.8338888888888889,60,queen4
0.8326388888888889,0.9166666666666666,0.9,0.8341666666666666,60,queen4
0.8325,0.9,0.9166666666666666,0.8344444444444444,60,queen4
0.8279761904761905,0.9166666666666666,0.9,0.8347222222222223,60,queen4
0.798611111111111,0.9333333333333333,0.9166666666666666,0.835,60,queen4
0.8333333333333334,0.9666666666666667,0.9166666666666666,0.8352777777777778,60,queen4
0.7936507936507937,0.9166666666666666,0.95,0.8355555555555556,60,queen4
0.8333333333333334,0.9166666666666666,0.9,0.8358333333333333,60,queen4
0.8296296296296296,0.9,0.9333333333333333,0.8361111111111111,60,queen11
0.8296296296296296,0.9,0.9166666666666666,0.8363888888888888,60,queen4
0.8325,0.9166666666666666,0.9166666666666666,0.8366666666666667,60,queen4
0.8333333333333334,0.9166666666666666,0.9,0.8369444444444445,60,queen4
0.8333333333333334,0.9333333333333333,0.9166666666666666,0.8372222222222222,60,queen4
0.8307692307692308,0.9333333333333333,0.9333333333333333,0.8375,60,queen4
0.8326388888888889,0.9333333333333333,0.9166666666666666,0.8377777777777777,60,queen4
0.8325,0.9166666666666666,0.9166666666666666,0.8380555555555556,60,queen4
0.8333333333333334,0.9,0.9,0.8383333333333334,60,queen11
0.7733333333333333,0.9333333333333333,0.9166666666666666,0.8386111111111111,60,queen4
0.8326388888888889,0.95,0.9166666666666666,0.8388888888888889,60,queen11
0.8325,0.9166666666666666,0.9166666666666666,0.8391666666666666,60,queen4
0.8326388888888889,0.9,0.95,0.8394444444444444,60,queen11
0.8156862745098039,0.9,0.95,0.8397222222222223,60,queen11
0.798611111111111,0.9166666666666666,0.9,0.84,60,queen4
0.7647058823529412,0.9333333333333333,0.9166666666666666,0.8402777777777778,60,queen4
0.8244444444444444,0.9,0.9166666666666666,0.8405555555555555,60,queen4
0.8326388888888889,0.9333333333333333,0.9333333333333333,0.8408333333333333,60,queen4
0.8239583333333333,0.9166666666666666,0.9333333333333333,0.8411111111111111,60,queen4
0.8244444444444444,0.9333333333333333,0.9333333333333333,0.8413888888888889,60,queen11
0.8307692307692308,0.9333333333333333,0.95,0.8416666666666667,60,queen4
0.8333333333333334,0.9333333333333333,0.9,0.8419444444444445,60,queen4
0.8296296296296296,0.9,0.95,0.8422222222222222,60,queen4
0.8279761904761905,0.9333333333333333,0.9166666666666666,0.8425,60,queen11
0.8244444444444444,0.9333333333333333,0.9333333333333333,0.8427777777777777,60,queen4
0.8307692307692308,0.9166666666666666,0.9166666666666666,0.8430555555555556,60,queen4
0.8279761904761905,0.9166666666666666,0.9333333333333333,0.8433333333333334,60,queen11
0.8239583333333333,0.9333333333333333,0.9333333333333333,0.8436111111111111,60,queen4
0.8333333333333334,0.95,0.9333333333333333,0.8438888888888889,60,queen4
0.8279761904761905,0.9166666666666666,0.9166666666666666,0.8441666666666666,60,queen4
0.8326388888888889,0.9333333333333333,0.9166666666666666,0.8444444444444444,60,queen4
0.8325,0.9,0.95,0.8447222222222223,60,queen4
0.8326388888888889,0.9,0.8833333333333333,0.845,60,queen4
0.8239583333333333,0.9166666666666666,0.9333333333333333,0.8452777777777778,60,queen4
0.8333333333333334,0.95,0.9166666666666666,0.8455555555555555,60,queen4
0.8326388888888889,0.9333333333333333,0.9166666666666666,0.8458333333333333,60,queen4
0.8239583333333333,0.9333333333333333,0.9166666666666666,0.8461111111111111,60,queen4
0.8239583333333333,0.95,0.9166666666666666,0.8463888888888889,60,queen11
0.8296296296296296,0.9166666666666666,0.9166666666666666,0.8466666666666667,60,queen4
0.8296296296296296,0.9,0.9333333333333333,0.8469444444444445,60,queen11
0.8333333333333334,0.9166666666666666,0.9166666666666666,0.8472222222222222,60,queen4
0.8333333333333334,0.9333333333333333,0.9333333333333333,0.8475,60,queen11
0.7733333333333333,0.9333333333333333,0.9666666666666667,0.8477777777777777,60,queen11
0.7733333333333333,0.9166666666666666,0.9166666666666666,0.8480555555555556,60,queen4
0.8326388888888889,0.9166666666666666,0.9166666666666666,0.8483333333333334,60,queen4
0.8142857142857143,0.9166666666666666,0.9166666666666666,0.8486111111111111,60,queen4
0.8325,0.9166666666666666,0.9166666666666666,0.8488888888888889,60,queen4
0.8296296296296296,0.95,0.9333333333333333,0.8491666666666666,60,queen4
0.8326388888888889,0.9333333333333333,0.9166666666666666,0.8494444444444444,60,queen4
0.8333333333333334,0.9333333333333333,0.9166666666666666,0.8497222222222223,60,queen4
0.8326388888888889,0.95,0.9166666666666666,0.85,60,queen4
0.8326388888888889,0.9166666666666666,0.9166666666666666,0.8502777777777778,60,queen11
0.8325,0.9333333333333333,0.9333333333333333,0.8505555555555555,60,queen4
0.8307692307692308,0.9,0.9166666666666666,0.8508333333333333,60,queen4
0.7936507936507937,0.9166666666666666,0.9166666666666666,0.8511111111111112,60,queen4
0.74,0.9166666666666666,0.9166666666666666,0.8513888888888889,60,queen4
0.8296296296296296,0.9166666666666666,0.9166666666666666,0.8516666666666667,60,queen4
0.8325,0.9166666666666666,0.9166666666666666,0.8519444444444444,60,queen11
0.8296296296296296,0.95,0.95,0.8522222222222222,60,queen4
0.8325,0.9333333333333333,0.9333333333333333,0.8525,60,queen11
0.8333333333333334,0.9333333333333333,0.95,0.8527777777777777,60,queen11
0.8106481481481481,0.9333333333333333,0.9333333333333333,0.8530555555555556,60,queen4
0.8296296296296296,0.9166666666666666,0.9333333333333333,0.8533333333333334,60,queen11
0.8244444444444444,0.95,0.9333333333333333,0.8536111111111111,60,queen4
0.8296296296296296,0.9333333333333333,0.9333333333333333,0.8538888888888889,60,queen4
0.8333333333333334,0.95,0.9333333333333333,0.8541666666666666,60,queen11
0.8239583333333333,0.9166666666666666,0.95,0.8544444444444445,60,queen11
0.8279761904761905,0.9333333333333333,0.9166666666666666,0.8547222222222223,60,queen4
0.8296296296296296,0.9166666666666666,0.9,0.855,60,queen4
0.8333333333333334,0.9666666666666667,0.9333333333333333,0.8552777777777778,60,queen4
0.8326388888888889,0.9166666666666666,0.9833333333333333,0.8555555555555555,60,queen4
0.8326388888888889,0.95,0.9333333333333333,0.8558333333333333,60,queen4
0.8333333333333334,0.9333333333333333,0.9333333333333333,0.8561111111111112,60,queen11
0.8296296296296296,0.9333333333333333,0.9333333333333333,0.8563888888888889,60,queen4
0.8326388888888889,0.9333333333333333,0.95,0.8566666666666667,60,queen4
0.8296296296296296,0.9333333333333333,0.9166666666666666,0.8569444444444444,60,queen4
0.8142857142857143,0.9333333333333333,0.9166666666666666,0.8572222222222222,60,queen11
0.8326388888888889,0.9333333333333333,0.9166666666666666,0.8575,60,queen11
0.8296296296296296,0.95,0.95,0.8577777777777778,60,queen4
0.8326388888888889,0.95,0.9333333333333333,0.8580555555555556,60,queen11
0.8307692307692308,0.95,0.9333333333333333,0.8583333333333333,60,queen11
0.8325,0.95,0.9166666666666666,0.8586111111111111,60,queen4
0.8296296296296296,0.9166666666666666,0.9333333333333333,0.8588888888888889,60,queen11
0.8326388888888889,0.9333333333333333,0.95,0.8591666666666666,60,queen4
0.8296296296296296,0.95,0.9333333333333333,0.8594444444444445,60,queen11
